WTT,PTI,EQW,SBI,LQE,QWG,FDJ,PJF,HQE,NXJ,TARGET CLASS
0.9139173265804120,1.162072707738690,0.5679458536608840,0.7554638959888050,0.7808615715474210,0.3526077229335370,0.7596969140337960,0.6437975644205900,0.8794220913503250,1.2314094373345900,1
0.6356319040582330,1.0037216291809500,0.5353423517706740,0.8256448459795240,0.9241089292160150,0.6484502366838870,0.6753343122306430,1.0135459920525600,0.621552215350488,1.4927016046356900,0
0.7213598079583810,1.2014926236186900,0.921989733476548,0.8555949834078470,1.5266293883585100,0.720780887111782,1.626350711360960,1.1544831470276800,0.9578770228983210,1.2855967931952800,0
1.2342044015229900,1.3867262910227900,0.6530463056350610,0.8256244452701600,1.142503540047210,0.8751279212294100,1.4097080602602100,1.3800025459668100,1.5226920462447500,1.153093024807640,1
1.2794908243775600,0.9497495573001320,0.6272800413029390,0.6689760819458960,1.2325373035658100,0.703727439100354,1.1155955027340800,0.6466906982053770,1.4638117509918000,1.4191665765843800,1
0.8339278078689030,1.5233022929842900,1.1047426719384700,1.0211389584916800,1.1073771190865600,1.010929535311460,1.2795375385635000,1.2806765605029000,0.5103502606885830,1.5280436719933000,0
0.944705324810325,1.2517613526416200,1.0748851233360000,0.2864729977042960,0.9964395359424400,0.428860233015393,0.9108049813806520,0.755304749443188,1.1118003206440700,1.110842304587950,0
0.8161738510447390,1.0883924418757800,0.8953432762342460,0.2438595724145310,0.9431227441630200,1.0451312781199000,1.1465359906964600,1.3418855002379400,1.2253240400987500,1.425784074075060,0
0.7765506447555580,1.4638122919816000,0.7838247603538860,0.3372779877045210,0.7422151578418020,1.072756125859450,0.8802998386864510,1.312950717261790,1.1181651614725700,1.2259216224600700,0
0.7722800983995450,0.5151114025789210,0.8915958817649460,0.9408615818708200,1.4305683180197400,0.8858762896892230,1.2052313213505000,0.5968577140172410,1.542579616778510,0.9818794904784510,1
1.2849990040490100,1.3310177465842800,0.618910313209785,0.657016785859359,1.0371909042608000,0.7173455687710790,0.7785005508674650,0.5993173608618110,1.2456758680994200,1.441694553152950,1
1.0643562445757100,1.4148845263201300,0.8967976148191210,0.6290880446545240,1.447704295196080,0.7919232692772610,0.9216755592660110,1.2372488986562200,0.5642809685035600,1.4236682647256600,0
